lumi,d2_0,d2_1,d2_3,d2_4,d2_7,d2_9,d2_12,d2_13,d2_16,d2_19,d2_21,d2_25,d2_27,d2_28,d2_31,d2_36,d2_37,d2_39,d2_43,d2_48,d2_49,d2_52,d2_57,d2_61,d2_63,d2_64,d2_67,d2_73,d2_75,d2_76,d2_79,d2_81,d2_84,d2_91,d2_93,d2_97,d2_100,d2_103,d2_108,d2_109,d2_111,d2_112,d2_117,d2_121,d2_124,d2_127,d2_129,d2_133,d2_139,d2_144,d2_147,d2_148,d2_151,d2_156,d2_157,d2_163,d2_169,d2_171,d2_172,d2_175,d2_181,d2_183,d2_189,d2_192,d2_193,d2_196,d2_199,d2_201,d2_208,d2_211,d2_217,d2_219,d2_223,d2_225,d2_228,d2_229,d2_237,d2_241,d2_243,d2_244,d2_247,d2_252,d2_256,d2_259,d2_268,d2_271,d2_273,d2_277,d2_279,d2_283,d2_289,d2_291,d2_292,d2_300,d2_301,d2_304,d2_307,d2_309,d2_313,d2_316,d2_324,d2_325,d2_327,d2_336
93,108.55357360839844,465.47186279296875,384.92413330078125,340.08782958984375,548.005859375,227.97213745117188,204.54446411132812,398.96539306640625,172.48391723632812,349.96807861328125,326.19073486328125,162.64077758789062,157.9285888671875,317.143310546875,293.0604248046875,139.83822631835938,280.7911376953125,257.632568359375,263.9384460449219,111.42933654785156,318.56805419921875,208.47650146484375,170.1457977294922,138.9200439453125,157.07672119140625,77.19761657714844,126.76908111572266,122.93258666992188,59.95450210571289,92.40806579589844,86.37657928466797,49.136199951171875,89.20751953125,146.3056182861328,85.56555938720703,76.48953247070312,37.95222473144531,73.67195129394531,46.952430725097656,85.18378448486328,65.16973114013672,79.91510009765625,75.76329040527344,41.03170394897461,86.17403411865234,85.53431701660156,87.40769958496094,183.95706176757812,92.24649047851562,46.52835464477539,137.227294921875,88.21357727050781,87.37396240234375,86.53314208984375,87.8473129272461,83.74490356445312,114.71874237060547,74.3121337890625,77.24374389648438,72.68169403076172,68.59663391113281,68.95272064208984,62.17643356323242,27.753618240356445,55.236812591552734,80.80518341064453,52.26507568359375,48.54546356201172,41.46238327026367,37.69932556152344,65.61174011230469,31.65605354309082,27.454099655151367,12.302250862121582,22.447694778442383,22.659420013427734,17.3631591796875,14.383220672607422,7.6728620529174805,14.575926780700684,25.09189224243164,10.8515043258667,4.133374214172363,15.412416458129883,5.159632205963135,5.354757785797119,8.83291244506836,3.794266700744629,3.012918472290039,2.6483936309814453,0.7180213928222656,1.5912624597549438,1.2346142530441284,0.5700483918190002,1.6448224782943726,0.7267379760742188,0.28649449348449707,0.4457046687602997,0.15700481832027435,0.1780088096857071,0.013967654667794704,0.046523839235305786,0.0178533922880888,0.0019953791052103043
878,101.69789123535156,425.41497802734375,351.40283203125,310.21820068359375,500.69451904296875,205.87960815429688,187.3159942626953,364.30712890625,157.06906127929688,319.7092590332031,296.42413330078125,152.9701385498047,145.73280334472656,287.97705078125,270.23883056640625,130.57452392578125,259.4100646972656,236.76864624023438,250.66893005371094,103.4913330078125,293.0827941894531,198.0567626953125,160.36314392089844,126.25534057617188,145.13836669921875,71.87742614746094,115.56442260742188,112.60211944580078,55.49608612060547,80.97627258300781,73.1907958984375,44.876564025878906,75.71971130371094,120.85015869140625,73.28909301757812,67.09687042236328,32.86293029785156,61.618202209472656,42.77906799316406,74.07124328613281,49.48268127441406,65.297607421875,59.25453567504883,31.350906372070312,67.15616607666016,71.24645233154297,71.83613586425781,143.3820037841797,73.04544830322266,35.28761291503906,107.94136047363281,72.8469467163086,71.94734191894531,70.45378875732422,67.90882110595703,66.23724365234375,94.62970733642578,61.18602752685547,62.02155685424805,58.33616256713867,55.08723068237305,55.97837448120117,50.55094909667969,22.430858612060547,44.654212951660156,64.98487091064453,42.8564338684082,39.13618850708008,33.849693298339844,31.17776870727539,52.59292221069336,24.749799728393555,21.925251007080078,10.444962501525879,18.75308609008789,18.401538848876953,14.309967994689941,12.498157501220703,5.8042778968811035,11.096214294433594,19.990224838256836,8.284490585327148,3.6857876777648926,12.704055786132812,4.260294437408447,3.6456496715545654,6.720635890960693,2.733696222305298,2.5086519718170166,1.937109351158142,0.6070341467857361,1.2381829023361206,0.9544944763183594,0.39601027965545654,1.169283390045166,0.5040057897567749,0.18146128952503204,0.34730005264282227,0.11112002283334732,0.1381189078092575,0.0048069218173623085,0.032927416265010834,0.006889921147376299,0.0030443836003541946
444,103.03907775878906,442.5150146484375,367.26837158203125,322.943359375,516.5028076171875,213.96409606933594,194.1294708251953,374.9090576171875,165.2608642578125,327.51837158203125,311.2472839355469,156.4489288330078,147.3138427734375,301.3356018066406,284.822998046875,134.62744140625,271.13909912109375,249.1697998046875,256.927734375,108.18738555908203,311.7684631347656,206.30422973632812,169.45660400390625,131.83143615722656,148.5353546142578,76.62611389160156,124.25740814208984,114.83389282226562,58.614341735839844,86.66454315185547,78.7203369140625,43.435546875,80.08866882324219,128.20458984375,79.25208282470703,67.9764404296875,34.780845642089844,64.91065216064453,44.07326126098633,75.56079864501953,56.041107177734375,70.95409393310547,67.10545349121094,36.44576644897461,74.95869445800781,78.5065689086914,79.89098358154297,159.84542846679688,79.71745300292969,39.453651428222656,119.96279907226562,78.08968353271484,77.75483703613281,76.01922607421875,77.13491821289062,73.86988067626953,102.30865478515625,66.0624008178711,68.6973876953125,64.73062896728516,61.04024887084961,61.6224250793457,55.486759185791016,24.289081573486328,48.90740966796875,71.30240631103516,46.775115966796875,42.88797378540039,36.63106918334961,33.89557647705078,57.66020965576172,27.537343978881836,24.34621810913086,11.19375228881836,20.502628326416016,20.50863265991211,15.879717826843262,13.286637306213379,6.602270126342773,12.78270149230957,22.52777862548828,9.617752075195312,3.822950601577759,13.76534366607666,4.650027275085449,4.727904319763184,7.6933770179748535,3.3177900314331055,2.646181583404541,2.196660041809082,0.6519047021865845,1.3539127111434937,1.1723586320877075,0.47588664293289185,1.3512853384017944,0.6330455541610718,0.271157830953598,0.37502342462539673,0.1736723631620407,0.18596358597278595,0.014543065801262856,0.05526364967226982,0.014824544079601765,0.011915931478142738
475,99.38735961914062,429.1126708984375,349.9980773925781,308.8929443359375,497.17449951171875,205.03201293945312,186.24325561523438,361.348388671875,156.99203491210938,316.1732482910156,298.5389099121094,155.44976806640625,143.91470336914062,283.6730651855469,274.0982666015625,130.5626983642578,254.1961669921875,239.28787231445312,245.9219970703125,99.73958587646484,289.3450927734375,194.47381591796875,160.73184204101562,121.56407928466797,137.45651245117188,68.97119903564453,112.79021453857422,106.82479095458984,53.47766876220703,79.5867919921875,73.2352294921875,42.1055908203125,71.83988952636719,121.34294128417969,72.34664916992188,67.1666259765625,31.477487564086914,60.11260986328125,41.55253219604492,73.9994125366211,51.05583572387695,66.37479400634766,61.66342544555664,32.15666580200195,68.53644561767578,75.67237091064453,74.18022918701172,148.67495727539062,75.65826416015625,37.53704833984375,113.44103240966797,74.76600646972656,74.64994812011719,71.8724594116211,72.49884796142578,68.55110168457031,94.87908935546875,61.531253814697266,62.41806411743164,59.43705368041992,55.1936149597168,56.11077117919922,50.738555908203125,21.790973663330078,43.44626235961914,63.814327239990234,42.3119010925293,38.50838851928711,32.93461608886719,30.46577262878418,50.739891052246094,24.08500099182129,21.126699447631836,9.950265884399414,18.052019119262695,17.388967514038086,13.28363037109375,11.25441837310791,5.446866035461426,10.49567985534668,18.68953514099121,7.902109146118164,3.3113465309143066,11.64133071899414,3.843515634536743,3.656506061553955,6.3748087882995605,2.5811150074005127,2.226919412612915,1.804306983947754,0.553045928478241,1.1306521892547607,0.9711855053901672,0.3865620195865631,1.1496864557266235,0.508047878742218,0.18657073378562927,0.31577563285827637,0.13078373670578003,0.16806280612945557,0.007280382327735424,0.044910311698913574,0.008859260007739067,0.004912065342068672
590,112.44771575927734,489.0018310546875,402.8118591308594,351.14654541015625,557.9967041015625,230.20751953125,207.85455322265625,401.76092529296875,176.7455291748047,354.14373779296875,331.81695556640625,168.72640991210938,161.51768493652344,324.6230773925781,308.28936767578125,148.82904052734375,290.23272705078125,270.8423156738281,283.2152404785156,117.6351547241211,345.1434326171875,229.99807739257812,187.6956787109375,146.32321166992188,163.26548767089844,84.27750396728516,137.2384033203125,131.3517303466797,63.15220260620117,97.53489685058594,90.5927505493164,51.697425842285156,92.92648315429688,153.68516540527344,90.94002532958984,81.56327056884766,39.570865631103516,74.83386993408203,52.66074752807617,92.53956604003906,66.70320892333984,83.20272064208984,80.399169921875,42.058372497558594,88.45484924316406,94.41293334960938,96.88308715820312,191.16053771972656,96.83354187011719,46.652915954589844,143.40499877929688,96.10794830322266,94.24565887451172,91.75911712646484,90.97975158691406,88.68915557861328,122.52497863769531,79.72779846191406,81.28260040283203,77.34610748291016,71.51846313476562,72.77796173095703,65.21076202392578,29.090839385986328,57.79593276977539,83.63159942626953,54.47540283203125,49.90462875366211,42.972164154052734,39.598915100097656,66.53266143798828,31.25887680053711,27.911785125732422,13.125288009643555,24.02425765991211,23.05869483947754,17.776411056518555,15.622763633728027,7.22484827041626,14.030667304992676,25.134098052978516,10.418612480163574,4.404326915740967,15.568155288696289,5.0398030281066895,4.709198951721191,8.441816329956055,3.4119932651519775,3.0217392444610596,2.3548624515533447,0.7737870216369629,1.4845621585845947,1.2742072343826294,0.430161714553833,1.4336271286010742,0.6028144955635071,0.3056080639362335,0.4003360867500305,0.19775258004665375,0.20489394664764404,0.014702793210744858,0.06805293262004852,0.02415458671748638,0.009031715802848339
874,97.43061828613281,421.4095153808594,348.88671875,311.657958984375,501.824951171875,207.89410400390625,187.98248291015625,362.657470703125,159.04769897460938,317.7645263671875,306.1892395019531,153.41726684570312,141.54258728027344,288.46746826171875,274.3590393066406,132.23934936523438,255.48995971679688,235.19891357421875,244.13929748535156,99.72866821289062,290.58746337890625,192.82582092285156,157.9025421142578,119.36001586914062,133.09622192382812,68.55451965332031,113.40042114257812,105.25877380371094,54.71113586425781,82.35212707519531,73.687744140625,42.021732330322266,71.70516204833984,118.34054565429688,69.33900451660156,62.59178924560547,29.994285583496094,57.440067291259766,40.2730827331543,70.67784118652344,50.43834686279297,65.06320190429688,61.67769241333008,32.014793395996094,67.69072723388672,73.1871337890625,75.09303283691406,147.44566345214844,74.87096405029297,35.91246795654297,111.64830780029297,74.97782135009766,73.01625061035156,72.19615173339844,69.1092758178711,68.33875274658203,96.3926010131836,62.863895416259766,62.72410583496094,59.75205993652344,55.26093292236328,55.91606903076172,50.80770492553711,22.870561599731445,45.08464813232422,65.75685119628906,43.4330940246582,39.75065231323242,34.14898681640625,32.18911361694336,53.51641082763672,25.14974021911621,22.334068298339844,10.701595306396484,19.4580020904541,18.504602432250977,14.32503604888916,12.91115951538086,5.905242919921875,11.282711029052734,20.274980545043945,8.478961944580078,3.8602890968322754,13.24638557434082,4.484631061553955,3.7253456115722656,7.373769283294678,2.8400726318359375,2.789858818054199,2.095414400100708,0.7731755971908569,1.4094349145889282,1.2719430923461914,0.39981919527053833,1.359878420829773,0.4992603361606598,0.3542899489402771,0.36727482080459595,0.2067718505859375,0.20973043143749237,0.012327417731285095,0.06426693499088287,0.023668641224503517,0.005752794444561005
252,97.89810180664062,441.3828125,358.188720703125,318.55242919921875,506.0422058105469,211.46136474609375,189.29931640625,364.945068359375,161.474853515625,322.667236328125,308.935302734375,154.52035522460938,148.26547241210938,293.8848876953125,283.6571960449219,136.46803283691406,266.0699462890625,249.51834106445312,252.9751434326172,104.803955078125,307.67706298828125,202.36514282226562,168.8156280517578,129.9482421875,139.5347137451172,70.99178314208984,118.32902526855469,106.89015197753906,50.57630157470703,81.97209930419922,73.83251953125,43.158260345458984,70.1333999633789,116.51185607910156,65.52303314208984,62.40578079223633,27.404855728149414,54.06873321533203,39.10673904418945,68.86271667480469,49.75310134887695,63.48786544799805,60.17241287231445,30.704927444458008,66.33185577392578,73.8796157836914,73.2348861694336,144.25164794921875,73.53872680664062,35.89501953125,110.45343017578125,74.83216857910156,73.3711929321289,71.88481140136719,70.1707992553711,68.24541473388672,95.8988037109375,62.8114128112793,62.879024505615234,60.10513687133789,55.935977935791016,56.124046325683594,50.52154541015625,22.767114639282227,44.89414978027344,64.74441528320312,42.02288818359375,38.430206298828125,33.35443115234375,30.89948081970215,51.32966232299805,24.125202178955078,21.30331039428711,10.24682903289795,18.521785736083984,17.55354881286621,13.604826927185059,11.93456745147705,5.356255531311035,10.26846981048584,18.65355110168457,7.5833516120910645,3.4143595695495605,11.487613677978516,3.7396881580352783,3.169698476791382,5.9417290687561035,2.316920042037964,2.214693069458008,1.6188971996307373,0.5555047392845154,1.0355048179626465,0.9468470215797424,0.2562330663204193,0.9527577757835388,0.345306932926178,0.23500515520572662,0.26147758960723877,0.14643077552318573,0.15067636966705322,0.009073881432414055,0.048199787735939026,0.013236211612820625,0.007242455612868071
551,100.75239562988281,433.2236633300781,358.16473388671875,316.4058837890625,508.1548767089844,212.78631591796875,190.72183227539062,370.855712890625,161.52561950683594,325.9029541015625,305.0201416015625,156.62014770507812,145.70692443847656,292.6019592285156,279.1908874511719,133.53041076660156,261.8818054199219,243.45538330078125,252.6661834716797,103.21795654296875,304.1439208984375,197.0439453125,164.01785278320312,130.7124786376953,145.73397827148438,71.88472747802734,119.82269287109375,109.20332336425781,58.181434631347656,85.23479461669922,74.61558532714844,41.28899383544922,74.31614685058594,122.2861557006836,72.83316040039062,61.80879592895508,31.379995346069336,58.77783966064453,39.35538101196289,70.25325775146484,52.9683723449707,66.31201171875,63.69710159301758,34.66436004638672,71.23272705078125,72.78184509277344,74.55191802978516,151.30906677246094,77.8440933227539,37.20894241333008,114.33320617675781,74.0758056640625,74.5808334350586,73.1815414428711,72.22608947753906,70.12283325195312,98.01887512207031,63.4013786315918,65.59056091308594,61.078453063964844,57.285980224609375,57.304073333740234,51.968017578125,23.158531188964844,45.96384811401367,66.58274841308594,43.12247085571289,39.882415771484375,34.084293365478516,31.529600143432617,53.72993469238281,25.429248809814453,22.323707580566406,10.35367488861084,18.781354904174805,18.402376174926758,13.911249160766602,12.22706127166748,5.9875383377075195,11.48013973236084,19.95538902282715,8.346540451049805,3.4636857509613037,12.3568115234375,4.095695495605469,3.7790255546569824,6.446991443634033,2.762235641479492,2.3496787548065186,1.9569084644317627,0.6038526296615601,1.1822117567062378,1.0348632335662842,0.3552912771701813,1.1419740915298462,0.4725802540779114,0.25426873564720154,0.32161712646484375,0.1630440056324005,0.148965522646904,0.01255648024380207,0.04375743120908737,0.01788347028195858,0.006658739876002073
312,107.65586853027344,465.495849609375,380.8101501464844,336.8133544921875,543.896728515625,226.32095336914062,203.72735595703125,390.1828918457031,171.15045166015625,342.6278381347656,320.82269287109375,161.6510467529297,154.31439208984375,304.8031005859375,293.5506591796875,140.66024780273438,279.5433654785156,256.02020263671875,266.09710693359375,110.27189636230469,324.3559265136719,215.54551696777344,179.94247436523438,145.09214782714844,161.46243286132812,80.90608215332031,133.0197296142578,123.61690521240234,62.635250091552734,96.25985717773438,86.28751373291016,48.03834915161133,88.10025787353516,147.12110900878906,83.85404205322266,76.11091613769531,37.08316421508789,70.93270874023438,46.76306915283203,83.87541198730469,64.53266906738281,79.4745864868164,76.86634826660156,41.32862091064453,85.620361328125,87.21041107177734,89.96116638183594,181.96913146972656,93.46699523925781,44.70556640625,137.1519317626953,89.91686248779297,90.4074478149414,87.52061462402344,85.77042388916016,84.07072448730469,117.35152435302734,75.75481414794922,77.46227264404297,73.00192260742188,68.33997344970703,68.54878997802734,62.2265510559082,27.817367553710938,55.483463287353516,80.21172332763672,52.17960739135742,48.42841720581055,41.00800323486328,37.82234191894531,65.06433868408203,30.774885177612305,27.10585594177246,12.654413223266602,23.098190307617188,22.606082916259766,17.158843994140625,14.97805118560791,7.169659614562988,13.970159530639648,24.504871368408203,10.131814956665039,4.376405715942383,15.266117095947266,5.137110233306885,4.780710220336914,8.501949310302734,3.5140573978424072,3.0151381492614746,2.465613842010498,0.7716262936592102,1.6085641384124756,1.289143443107605,0.47242650389671326,1.5049742460250854,0.6495457291603088,0.29022490978240967,0.4675605893135071,0.17290227115154266,0.229779452085495,0.013300172984600067,0.06487889587879181,0.015570934861898422,0.010705018416047096
491,100.62581634521484,425.6282958984375,356.4097595214844,316.64251708984375,506.8650207519531,209.70875549316406,190.07960510253906,369.09661865234375,160.7012481689453,322.0395812988281,308.6512451171875,156.16375732421875,142.19195556640625,294.0933532714844,276.8690490722656,132.65252685546875,259.5570373535156,237.27383422851562,250.1639862060547,103.265625,293.0791320800781,193.6804656982422,158.49459838867188,120.81341552734375,139.7650604248047,70.48312377929688,114.02996826171875,107.46553039550781,57.269256591796875,82.92390441894531,73.96074676513672,41.824363708496094,76.23809814453125,121.91416931152344,74.3861312866211,63.214515686035156,32.930450439453125,62.125511169433594,41.14756393432617,72.18802642822266,51.671234130859375,66.41901397705078,62.724918365478516,33.554534912109375,68.94913482666016,73.11846160888672,74.96118927001953,149.38070678710938,75.85350036621094,35.746429443359375,112.05906677246094,75.4813232421875,73.87566375732422,71.43518829345703,70.0626449584961,68.50629425048828,96.77399444580078,62.411643981933594,63.842525482177734,59.91884994506836,56.468379974365234,57.503265380859375,51.815879821777344,22.503652572631836,45.111961364746094,66.43827819824219,43.6020393371582,39.837581634521484,34.304412841796875,31.93549346923828,53.76565933227539,25.521818161010742,22.16480255126953,10.69964599609375,19.496347427368164,18.614120483398438,14.472295761108398,12.993294715881348,5.873980522155762,11.445855140686035,20.726730346679688,8.386008262634277,3.749156951904297,13.29616641998291,4.3937811851501465,3.9829132556915283,7.052419185638428,2.9931223392486572,2.564312696456909,2.206159830093384,0.623606264591217,1.3323081731796265,1.0479732751846313,0.4711008667945862,1.3888676166534424,0.573540210723877,0.24973304569721222,0.4259899854660034,0.15079671144485474,0.2078687846660614,0.010679652914404869,0.055961381644010544,0.013669956475496292,0.006578667089343071
